period,subba,subba-name,parent,parent-name,timezone,value,value-units,DATE,STATION,NAME,AWND,PRCP,TAVG,TMAX,TMIN
2022-04-01,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,100418.0,megawatthours,2022-04-01,US1NJHN0019,"LEBANON 3.2 SW, NJ US",17.22,0.24,57.0,70.0,52.0
2022-04-02,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,90501.0,megawatthours,2022-04-02,US1NJHN0019,"LEBANON 3.2 SW, NJ US",11.41,0.01,46.0,58.0,34.0
2022-04-02,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,90686.0,megawatthours,2022-04-02,US1NJHN0019,"LEBANON 3.2 SW, NJ US",11.41,0.01,46.0,58.0,34.0
2022-04-02,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,91029.0,megawatthours,2022-04-02,US1NJHN0019,"LEBANON 3.2 SW, NJ US",11.41,0.01,46.0,58.0,34.0
2022-04-02,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Central,90855.0,megawatthours,2022-04-02,US1NJHN0019,"LEBANON 3.2 SW, NJ US",11.41,0.01,46.0,58.0,34.0
2022-04-02,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,90501.0,megawatthours,2022-04-02,US1NJHN0019,"LEBANON 3.2 SW, NJ US",11.41,0.01,46.0,58.0,34.0
2022-04-03,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,96356.0,megawatthours,2022-04-03,US1NJHN0019,"LEBANON 3.2 SW, NJ US",7.38,0.0,44.0,55.0,37.0
2022-04-03,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,96224.0,megawatthours,2022-04-03,US1NJHN0019,"LEBANON 3.2 SW, NJ US",7.38,0.0,44.0,55.0,37.0
2022-04-03,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,96044.0,megawatthours,2022-04-03,US1NJHN0019,"LEBANON 3.2 SW, NJ US",7.38,0.0,44.0,55.0,37.0
2022-04-03,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Central,96131.0,megawatthours,2022-04-03,US1NJHN0019,"LEBANON 3.2 SW, NJ US",7.38,0.0,44.0,55.0,37.0
2022-04-03,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,96356.0,megawatthours,2022-04-03,US1NJHN0019,"LEBANON 3.2 SW, NJ US",7.38,0.0,44.0,55.0,37.0
2022-04-04,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Central,100921.0,megawatthours,2022-04-04,US1NJHN0019,"LEBANON 3.2 SW, NJ US",10.96,0.35,46.0,54.0,40.0
2022-04-04,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,100922.0,megawatthours,2022-04-04,US1NJHN0019,"LEBANON 3.2 SW, NJ US",10.96,0.35,46.0,54.0,40.0
2022-04-04,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,100918.0,megawatthours,2022-04-04,US1NJHN0019,"LEBANON 3.2 SW, NJ US",10.96,0.35,46.0,54.0,40.0
2022-04-04,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,100918.0,megawatthours,2022-04-04,US1NJHN0019,"LEBANON 3.2 SW, NJ US",10.96,0.35,46.0,54.0,40.0
2022-04-04,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,100922.0,megawatthours,2022-04-04,US1NJHN0019,"LEBANON 3.2 SW, NJ US",10.96,0.35,46.0,54.0,40.0
2022-04-05,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,103677.0,megawatthours,2022-04-05,US1NJHN0019,"LEBANON 3.2 SW, NJ US",5.37,0.0,49.0,56.0,34.0
2022-04-05,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,103746.0,megawatthours,2022-04-05,US1NJHN0019,"LEBANON 3.2 SW, NJ US",5.37,0.0,49.0,56.0,34.0
2022-04-05,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,103827.0,megawatthours,2022-04-05,US1NJHN0019,"LEBANON 3.2 SW, NJ US",5.37,0.0,49.0,56.0,34.0
2022-04-05,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Central,103791.0,megawatthours,2022-04-05,US1NJHN0019,"LEBANON 3.2 SW, NJ US",5.37,0.0,49.0,56.0,34.0
2022-04-05,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,103677.0,megawatthours,2022-04-05,US1NJHN0019,"LEBANON 3.2 SW, NJ US",5.37,0.0,49.0,56.0,34.0
2022-04-06,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,106609.0,megawatthours,2022-04-06,US1NJHN0019,"LEBANON 3.2 SW, NJ US",12.75,0.65,49.0,56.0,42.0
2022-04-06,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,106641.0,megawatthours,2022-04-06,US1NJHN0019,"LEBANON 3.2 SW, NJ US",12.75,0.65,49.0,56.0,42.0
2022-04-06,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,106667.0,megawatthours,2022-04-06,US1NJHN0019,"LEBANON 3.2 SW, NJ US",12.75,0.65,49.0,56.0,42.0
2022-04-06,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Central,106660.0,megawatthours,2022-04-06,US1NJHN0019,"LEBANON 3.2 SW, NJ US",12.75,0.65,49.0,56.0,42.0
2022-04-06,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,106609.0,megawatthours,2022-04-06,US1NJHN0019,"LEBANON 3.2 SW, NJ US",12.75,0.65,49.0,56.0,42.0
2022-04-07,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,109321.0,megawatthours,2022-04-07,US1NJHN0019,"LEBANON 3.2 SW, NJ US",11.86,0.12,49.0,52.0,43.0
2022-04-07,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Central,109395.0,megawatthours,2022-04-07,US1NJHN0019,"LEBANON 3.2 SW, NJ US",11.86,0.12,49.0,52.0,43.0
2022-04-07,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,109461.0,megawatthours,2022-04-07,US1NJHN0019,"LEBANON 3.2 SW, NJ US",11.86,0.12,49.0,52.0,43.0
2022-04-07,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,109530.0,megawatthours,2022-04-07,US1NJHN0019,"LEBANON 3.2 SW, NJ US",11.86,0.12,49.0,52.0,43.0
2022-04-07,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,109530.0,megawatthours,2022-04-07,US1NJHN0019,"LEBANON 3.2 SW, NJ US",11.86,0.12,49.0,52.0,43.0
2022-04-08,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Central,96459.0,megawatthours,2022-04-08,US1NJHN0019,"LEBANON 3.2 SW, NJ US",12.3,2.25,55.0,57.0,42.0
2022-04-08,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,96131.0,megawatthours,2022-04-08,US1NJHN0019,"LEBANON 3.2 SW, NJ US",12.3,2.25,55.0,57.0,42.0
2022-04-08,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,96623.0,megawatthours,2022-04-08,US1NJHN0019,"LEBANON 3.2 SW, NJ US",12.3,2.25,55.0,57.0,42.0
2022-04-08,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,96304.0,megawatthours,2022-04-08,US1NJHN0019,"LEBANON 3.2 SW, NJ US",12.3,2.25,55.0,57.0,42.0
2022-04-08,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,96131.0,megawatthours,2022-04-08,US1NJHN0019,"LEBANON 3.2 SW, NJ US",12.3,2.25,55.0,57.0,42.0
2022-04-09,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,90225.0,megawatthours,2022-04-09,US1NJHN0019,"LEBANON 3.2 SW, NJ US",8.28,0.25,52.0,65.0,43.0
2022-04-09,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,90249.0,megawatthours,2022-04-09,US1NJHN0019,"LEBANON 3.2 SW, NJ US",8.28,0.25,52.0,65.0,43.0
2022-04-09,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,90336.0,megawatthours,2022-04-09,US1NJHN0019,"LEBANON 3.2 SW, NJ US",8.28,0.25,52.0,65.0,43.0
2022-04-09,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Central,90286.0,megawatthours,2022-04-09,US1NJHN0019,"LEBANON 3.2 SW, NJ US",8.28,0.25,52.0,65.0,43.0
2022-04-09,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,90225.0,megawatthours,2022-04-09,US1NJHN0019,"LEBANON 3.2 SW, NJ US",8.28,0.25,52.0,65.0,43.0
2022-04-10,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,91783.0,megawatthours,2022-04-10,US1NJHN0019,"LEBANON 3.2 SW, NJ US",17.0,0.14,48.0,60.0,42.0
2022-04-10,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,91642.0,megawatthours,2022-04-10,US1NJHN0019,"LEBANON 3.2 SW, NJ US",17.0,0.14,48.0,60.0,42.0
2022-04-10,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,91443.0,megawatthours,2022-04-10,US1NJHN0019,"LEBANON 3.2 SW, NJ US",17.0,0.14,48.0,60.0,42.0
2022-04-10,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Central,91534.0,megawatthours,2022-04-10,US1NJHN0019,"LEBANON 3.2 SW, NJ US",17.0,0.14,48.0,60.0,42.0
2022-04-10,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,91783.0,megawatthours,2022-04-10,US1NJHN0019,"LEBANON 3.2 SW, NJ US",17.0,0.14,48.0,60.0,42.0
2022-04-11,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,96861.0,megawatthours,2022-04-11,US1NJHN0019,"LEBANON 3.2 SW, NJ US",8.05,0.01,49.0,52.0,35.0
2022-04-11,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Central,97044.0,megawatthours,2022-04-11,US1NJHN0019,"LEBANON 3.2 SW, NJ US",8.05,0.01,49.0,52.0,35.0
2022-04-11,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,96962.0,megawatthours,2022-04-11,US1NJHN0019,"LEBANON 3.2 SW, NJ US",8.05,0.01,49.0,52.0,35.0
2022-04-11,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,97108.0,megawatthours,2022-04-11,US1NJHN0019,"LEBANON 3.2 SW, NJ US",8.05,0.01,49.0,52.0,35.0
2022-04-11,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,96861.0,megawatthours,2022-04-11,US1NJHN0019,"LEBANON 3.2 SW, NJ US",8.05,0.01,49.0,52.0,35.0
2022-04-12,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,97672.0,megawatthours,2022-04-12,US1NJHN0019,"LEBANON 3.2 SW, NJ US",7.38,0.0,58.0,59.0,45.0
2022-04-12,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,97719.0,megawatthours,2022-04-12,US1NJHN0019,"LEBANON 3.2 SW, NJ US",7.38,0.0,58.0,59.0,45.0
2022-04-12,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,97814.0,megawatthours,2022-04-12,US1NJHN0019,"LEBANON 3.2 SW, NJ US",7.38,0.0,58.0,59.0,45.0
2022-04-12,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Central,97779.0,megawatthours,2022-04-12,US1NJHN0019,"LEBANON 3.2 SW, NJ US",7.38,0.0,58.0,59.0,45.0
2022-04-12,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,97672.0,megawatthours,2022-04-12,US1NJHN0019,"LEBANON 3.2 SW, NJ US",7.38,0.0,58.0,59.0,45.0
2022-04-13,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,99403.0,megawatthours,2022-04-13,US1NJHN0019,"LEBANON 3.2 SW, NJ US",5.37,0.05,62.0,74.0,44.0
2022-04-13,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,99282.0,megawatthours,2022-04-13,US1NJHN0019,"LEBANON 3.2 SW, NJ US",5.37,0.05,62.0,74.0,44.0
2022-04-13,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,98956.0,megawatthours,2022-04-13,US1NJHN0019,"LEBANON 3.2 SW, NJ US",5.37,0.05,62.0,74.0,44.0
2022-04-13,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Central,99130.0,megawatthours,2022-04-13,US1NJHN0019,"LEBANON 3.2 SW, NJ US",5.37,0.05,62.0,74.0,44.0
2022-04-13,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,99403.0,megawatthours,2022-04-13,US1NJHN0019,"LEBANON 3.2 SW, NJ US",5.37,0.05,62.0,74.0,44.0
2022-04-14,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,105946.0,megawatthours,2022-04-14,US1NJHN0019,"LEBANON 3.2 SW, NJ US",11.41,0.0,70.0,82.0,58.0
2022-04-14,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Central,106162.0,megawatthours,2022-04-14,US1NJHN0019,"LEBANON 3.2 SW, NJ US",11.41,0.0,70.0,82.0,58.0
2022-04-14,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,106072.0,megawatthours,2022-04-14,US1NJHN0019,"LEBANON 3.2 SW, NJ US",11.41,0.0,70.0,82.0,58.0
2022-04-14,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,105946.0,megawatthours,2022-04-14,US1NJHN0019,"LEBANON 3.2 SW, NJ US",11.41,0.0,70.0,82.0,58.0
2022-04-14,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,106265.0,megawatthours,2022-04-14,US1NJHN0019,"LEBANON 3.2 SW, NJ US",11.41,0.0,70.0,82.0,58.0
2022-04-15,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Central,89183.0,megawatthours,2022-04-15,US1NJHN0019,"LEBANON 3.2 SW, NJ US",11.86,0.0,62.0,86.0,43.0
2022-04-15,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,88835.0,megawatthours,2022-04-15,US1NJHN0019,"LEBANON 3.2 SW, NJ US",11.86,0.0,62.0,86.0,43.0
2022-04-15,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,89388.0,megawatthours,2022-04-15,US1NJHN0019,"LEBANON 3.2 SW, NJ US",11.86,0.0,62.0,86.0,43.0
2022-04-15,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,88835.0,megawatthours,2022-04-15,US1NJHN0019,"LEBANON 3.2 SW, NJ US",11.86,0.0,62.0,86.0,43.0
2022-04-15,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,88995.0,megawatthours,2022-04-15,US1NJHN0019,"LEBANON 3.2 SW, NJ US",11.86,0.0,62.0,86.0,43.0
2022-04-16,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,86143.0,megawatthours,2022-04-16,US1NJHN0019,"LEBANON 3.2 SW, NJ US",12.08,0.0,62.0,71.0,52.0
2022-04-16,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,86148.0,megawatthours,2022-04-16,US1NJHN0019,"LEBANON 3.2 SW, NJ US",12.08,0.0,62.0,71.0,52.0
2022-04-16,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,86223.0,megawatthours,2022-04-16,US1NJHN0019,"LEBANON 3.2 SW, NJ US",12.08,0.0,62.0,71.0,52.0
2022-04-16,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Central,86163.0,megawatthours,2022-04-16,US1NJHN0019,"LEBANON 3.2 SW, NJ US",12.08,0.0,62.0,71.0,52.0
2022-04-16,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,86143.0,megawatthours,2022-04-16,US1NJHN0019,"LEBANON 3.2 SW, NJ US",12.08,0.0,62.0,71.0,52.0
2022-04-17,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,82342.0,megawatthours,2022-04-17,US1NJHN0019,"LEBANON 3.2 SW, NJ US",14.54,0.22,49.0,77.0,40.0
2022-04-17,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,82167.0,megawatthours,2022-04-17,US1NJHN0019,"LEBANON 3.2 SW, NJ US",14.54,0.22,49.0,77.0,40.0
2022-04-17,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,81910.0,megawatthours,2022-04-17,US1NJHN0019,"LEBANON 3.2 SW, NJ US",14.54,0.22,49.0,77.0,40.0
2022-04-17,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Central,82037.0,megawatthours,2022-04-17,US1NJHN0019,"LEBANON 3.2 SW, NJ US",14.54,0.22,49.0,77.0,40.0
2022-04-17,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,82342.0,megawatthours,2022-04-17,US1NJHN0019,"LEBANON 3.2 SW, NJ US",14.54,0.22,49.0,77.0,40.0
2022-04-18,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,101688.0,megawatthours,2022-04-18,US1NJHN0019,"LEBANON 3.2 SW, NJ US",11.41,0.0,46.0,53.0,29.0
2022-04-18,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,100835.0,megawatthours,2022-04-18,US1NJHN0019,"LEBANON 3.2 SW, NJ US",11.41,0.0,46.0,53.0,29.0
2022-04-18,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,101440.0,megawatthours,2022-04-18,US1NJHN0019,"LEBANON 3.2 SW, NJ US",11.41,0.0,46.0,53.0,29.0
2022-04-18,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Central,101154.0,megawatthours,2022-04-18,US1NJHN0019,"LEBANON 3.2 SW, NJ US",11.41,0.0,46.0,53.0,29.0
2022-04-18,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,101688.0,megawatthours,2022-04-18,US1NJHN0019,"LEBANON 3.2 SW, NJ US",11.41,0.0,46.0,53.0,29.0
2022-04-19,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,103610.0,megawatthours,2022-04-19,US1NJHN0019,"LEBANON 3.2 SW, NJ US",19.69,1.94,46.0,53.0,41.0
2022-04-19,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,103570.0,megawatthours,2022-04-19,US1NJHN0019,"LEBANON 3.2 SW, NJ US",19.69,1.94,46.0,53.0,41.0
2022-04-19,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,103519.0,megawatthours,2022-04-19,US1NJHN0019,"LEBANON 3.2 SW, NJ US",19.69,1.94,46.0,53.0,41.0
2022-04-19,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Central,103547.0,megawatthours,2022-04-19,US1NJHN0019,"LEBANON 3.2 SW, NJ US",19.69,1.94,46.0,53.0,41.0
2022-04-19,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,103610.0,megawatthours,2022-04-19,US1NJHN0019,"LEBANON 3.2 SW, NJ US",19.69,1.94,46.0,53.0,41.0
2022-04-20,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,96342.0,megawatthours,2022-04-20,US1NJHN0019,"LEBANON 3.2 SW, NJ US",10.51,0.0,50.0,52.0,37.0
2022-04-20,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,96197.0,megawatthours,2022-04-20,US1NJHN0019,"LEBANON 3.2 SW, NJ US",10.51,0.0,50.0,52.0,37.0
2022-04-20,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,96549.0,megawatthours,2022-04-20,US1NJHN0019,"LEBANON 3.2 SW, NJ US",10.51,0.0,50.0,52.0,37.0
2022-04-20,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Central,96446.0,megawatthours,2022-04-20,US1NJHN0019,"LEBANON 3.2 SW, NJ US",10.51,0.0,50.0,52.0,37.0
2022-04-20,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,96197.0,megawatthours,2022-04-20,US1NJHN0019,"LEBANON 3.2 SW, NJ US",10.51,0.0,50.0,52.0,37.0
2022-04-21,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,97709.0,megawatthours,2022-04-21,US1NJHN0019,"LEBANON 3.2 SW, NJ US",8.28,0.0,54.0,61.0,30.0
2022-04-21,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,97372.0,megawatthours,2022-04-21,US1NJHN0019,"LEBANON 3.2 SW, NJ US",8.28,0.0,54.0,61.0,30.0
2022-04-21,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Central,97535.0,megawatthours,2022-04-21,US1NJHN0019,"LEBANON 3.2 SW, NJ US",8.28,0.0,54.0,61.0,30.0
2022-04-21,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,97265.0,megawatthours,2022-04-21,US1NJHN0019,"LEBANON 3.2 SW, NJ US",8.28,0.0,54.0,61.0,30.0
2022-04-21,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,97265.0,megawatthours,2022-04-21,US1NJHN0019,"LEBANON 3.2 SW, NJ US",8.28,0.0,54.0,61.0,30.0
2022-04-22,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,92621.0,megawatthours,2022-04-22,US1NJHN0019,"LEBANON 3.2 SW, NJ US",12.75,0.0,61.0,66.0,45.0
2022-04-22,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,92860.0,megawatthours,2022-04-22,US1NJHN0019,"LEBANON 3.2 SW, NJ US",12.75,0.0,61.0,66.0,45.0
2022-04-22,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Central,92807.0,megawatthours,2022-04-22,US1NJHN0019,"LEBANON 3.2 SW, NJ US",12.75,0.0,61.0,66.0,45.0
2022-04-22,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,92621.0,megawatthours,2022-04-22,US1NJHN0019,"LEBANON 3.2 SW, NJ US",12.75,0.0,61.0,66.0,45.0
2022-04-22,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,92735.0,megawatthours,2022-04-22,US1NJHN0019,"LEBANON 3.2 SW, NJ US",12.75,0.0,61.0,66.0,45.0
2022-04-23,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,87339.0,megawatthours,2022-04-23,US1NJHN0019,"LEBANON 3.2 SW, NJ US",6.93,0.0,58.0,71.0,44.0
2022-04-23,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,87402.0,megawatthours,2022-04-23,US1NJHN0019,"LEBANON 3.2 SW, NJ US",6.93,0.0,58.0,71.0,44.0
2022-04-23,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,87550.0,megawatthours,2022-04-23,US1NJHN0019,"LEBANON 3.2 SW, NJ US",6.93,0.0,58.0,71.0,44.0
2022-04-23,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Central,87469.0,megawatthours,2022-04-23,US1NJHN0019,"LEBANON 3.2 SW, NJ US",6.93,0.0,58.0,71.0,44.0
2022-04-23,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,87339.0,megawatthours,2022-04-23,US1NJHN0019,"LEBANON 3.2 SW, NJ US",6.93,0.0,58.0,71.0,44.0
2022-04-24,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Central,82164.0,megawatthours,2022-04-24,US1NJHN0019,"LEBANON 3.2 SW, NJ US",8.05,0.0,57.0,66.0,47.0
2022-04-24,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,82100.0,megawatthours,2022-04-24,US1NJHN0019,"LEBANON 3.2 SW, NJ US",8.05,0.0,57.0,66.0,47.0
