period,subba,subba-name,parent,parent-name,timezone,value,value-units,DATE,STATION,NAME,AWND,PRCP,TAVG,TMAX,TMIN
2022-07-06,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,156824.0,megawatthours,2022-07-06,US1NJHN0019,"LEBANON 3.2 SW, NJ US",11.86,0.16,82.0,91.0,71.0
2022-07-07,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,143659.0,megawatthours,2022-07-07,US1NJHN0019,"LEBANON 3.2 SW, NJ US",8.05,0.0,80.0,90.0,69.0
2022-07-07,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,144186.0,megawatthours,2022-07-07,US1NJHN0019,"LEBANON 3.2 SW, NJ US",8.05,0.0,80.0,90.0,69.0
2022-07-07,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,145335.0,megawatthours,2022-07-07,US1NJHN0019,"LEBANON 3.2 SW, NJ US",8.05,0.0,80.0,90.0,69.0
2022-07-07,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Central,144748.0,megawatthours,2022-07-07,US1NJHN0019,"LEBANON 3.2 SW, NJ US",8.05,0.0,80.0,90.0,69.0
2022-07-07,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,143659.0,megawatthours,2022-07-07,US1NJHN0019,"LEBANON 3.2 SW, NJ US",8.05,0.0,80.0,90.0,69.0
2022-07-08,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,144749.0,megawatthours,2022-07-08,US1NJHN0019,"LEBANON 3.2 SW, NJ US",4.25,0.0,77.0,80.0,60.0
2022-07-08,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Central,144096.0,megawatthours,2022-07-08,US1NJHN0019,"LEBANON 3.2 SW, NJ US",4.25,0.0,77.0,80.0,60.0
2022-07-08,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,143774.0,megawatthours,2022-07-08,US1NJHN0019,"LEBANON 3.2 SW, NJ US",4.25,0.0,77.0,80.0,60.0
2022-07-08,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,144424.0,megawatthours,2022-07-08,US1NJHN0019,"LEBANON 3.2 SW, NJ US",4.25,0.0,77.0,80.0,60.0
2022-07-08,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,144749.0,megawatthours,2022-07-08,US1NJHN0019,"LEBANON 3.2 SW, NJ US",4.25,0.0,77.0,80.0,60.0
2022-07-09,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,131586.0,megawatthours,2022-07-09,US1NJHN0019,"LEBANON 3.2 SW, NJ US",7.61,0.0,79.0,88.0,68.0
2022-07-09,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,132136.0,megawatthours,2022-07-09,US1NJHN0019,"LEBANON 3.2 SW, NJ US",7.61,0.0,79.0,88.0,68.0
2022-07-09,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,133201.0,megawatthours,2022-07-09,US1NJHN0019,"LEBANON 3.2 SW, NJ US",7.61,0.0,79.0,88.0,68.0
2022-07-09,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Central,132662.0,megawatthours,2022-07-09,US1NJHN0019,"LEBANON 3.2 SW, NJ US",7.61,0.0,79.0,88.0,68.0
2022-07-09,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,131586.0,megawatthours,2022-07-09,US1NJHN0019,"LEBANON 3.2 SW, NJ US",7.61,0.0,79.0,88.0,68.0
2022-07-10,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,120628.0,megawatthours,2022-07-10,US1NJHN0019,"LEBANON 3.2 SW, NJ US",7.83,0.0,77.0,85.0,58.0
2022-07-10,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Central,120830.0,megawatthours,2022-07-10,US1NJHN0019,"LEBANON 3.2 SW, NJ US",7.83,0.0,77.0,85.0,58.0
2022-07-10,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,120700.0,megawatthours,2022-07-10,US1NJHN0019,"LEBANON 3.2 SW, NJ US",7.83,0.0,77.0,85.0,58.0
2022-07-10,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,120628.0,megawatthours,2022-07-10,US1NJHN0019,"LEBANON 3.2 SW, NJ US",7.83,0.0,77.0,85.0,58.0
2022-07-10,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,120966.0,megawatthours,2022-07-10,US1NJHN0019,"LEBANON 3.2 SW, NJ US",7.83,0.0,77.0,85.0,58.0
2022-07-11,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,138804.0,megawatthours,2022-07-11,US1NJHN0019,"LEBANON 3.2 SW, NJ US",9.84,0.0,77.0,84.0,56.0
2022-07-11,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,138528.0,megawatthours,2022-07-11,US1NJHN0019,"LEBANON 3.2 SW, NJ US",9.84,0.0,77.0,84.0,56.0
2022-07-11,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,137887.0,megawatthours,2022-07-11,US1NJHN0019,"LEBANON 3.2 SW, NJ US",9.84,0.0,77.0,84.0,56.0
2022-07-11,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Central,138228.0,megawatthours,2022-07-11,US1NJHN0019,"LEBANON 3.2 SW, NJ US",9.84,0.0,77.0,84.0,56.0
2022-07-11,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,138804.0,megawatthours,2022-07-11,US1NJHN0019,"LEBANON 3.2 SW, NJ US",9.84,0.0,77.0,84.0,56.0
2022-07-12,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,161290.0,megawatthours,2022-07-12,US1NJHN0019,"LEBANON 3.2 SW, NJ US",14.09,0.0,82.0,91.0,65.0
2022-07-12,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Central,159238.0,megawatthours,2022-07-12,US1NJHN0019,"LEBANON 3.2 SW, NJ US",14.09,0.0,82.0,91.0,65.0
2022-07-12,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,158104.0,megawatthours,2022-07-12,US1NJHN0019,"LEBANON 3.2 SW, NJ US",14.09,0.0,82.0,91.0,65.0
2022-07-12,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,160305.0,megawatthours,2022-07-12,US1NJHN0019,"LEBANON 3.2 SW, NJ US",14.09,0.0,82.0,91.0,65.0
2022-07-12,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,161290.0,megawatthours,2022-07-12,US1NJHN0019,"LEBANON 3.2 SW, NJ US",14.09,0.0,82.0,91.0,65.0
2022-07-13,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,166147.0,megawatthours,2022-07-13,US1NJHN0019,"LEBANON 3.2 SW, NJ US",8.5,0.0,87.0,93.0,68.0
2022-07-13,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,166186.0,megawatthours,2022-07-13,US1NJHN0019,"LEBANON 3.2 SW, NJ US",8.5,0.0,87.0,93.0,68.0
2022-07-13,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,166263.0,megawatthours,2022-07-13,US1NJHN0019,"LEBANON 3.2 SW, NJ US",8.5,0.0,87.0,93.0,68.0
2022-07-13,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Central,166221.0,megawatthours,2022-07-13,US1NJHN0019,"LEBANON 3.2 SW, NJ US",8.5,0.0,87.0,93.0,68.0
2022-07-13,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,166147.0,megawatthours,2022-07-13,US1NJHN0019,"LEBANON 3.2 SW, NJ US",8.5,0.0,87.0,93.0,68.0
2022-07-14,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,162015.0,megawatthours,2022-07-14,US1NJHN0019,"LEBANON 3.2 SW, NJ US",9.84,0.0,84.0,95.0,68.0
2022-07-14,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Central,162865.0,megawatthours,2022-07-14,US1NJHN0019,"LEBANON 3.2 SW, NJ US",9.84,0.0,84.0,95.0,68.0
2022-07-14,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,163314.0,megawatthours,2022-07-14,US1NJHN0019,"LEBANON 3.2 SW, NJ US",9.84,0.0,84.0,95.0,68.0
2022-07-14,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,162015.0,megawatthours,2022-07-14,US1NJHN0019,"LEBANON 3.2 SW, NJ US",9.84,0.0,84.0,95.0,68.0
2022-07-14,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,162423.0,megawatthours,2022-07-14,US1NJHN0019,"LEBANON 3.2 SW, NJ US",9.84,0.0,84.0,95.0,68.0
2022-07-15,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,148622.0,megawatthours,2022-07-15,US1NJHN0019,"LEBANON 3.2 SW, NJ US",8.05,0.0,79.0,93.0,64.0
2022-07-15,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,148743.0,megawatthours,2022-07-15,US1NJHN0019,"LEBANON 3.2 SW, NJ US",8.05,0.0,79.0,93.0,64.0
2022-07-15,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,149092.0,megawatthours,2022-07-15,US1NJHN0019,"LEBANON 3.2 SW, NJ US",8.05,0.0,79.0,93.0,64.0
2022-07-15,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Central,148887.0,megawatthours,2022-07-15,US1NJHN0019,"LEBANON 3.2 SW, NJ US",8.05,0.0,79.0,93.0,64.0
2022-07-15,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,148622.0,megawatthours,2022-07-15,US1NJHN0019,"LEBANON 3.2 SW, NJ US",8.05,0.0,79.0,93.0,64.0
2022-07-16,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,140331.0,megawatthours,2022-07-16,US1NJHN0019,"LEBANON 3.2 SW, NJ US",4.92,0.0,76.0,89.0,68.0
2022-07-16,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Central,140413.0,megawatthours,2022-07-16,US1NJHN0019,"LEBANON 3.2 SW, NJ US",4.92,0.0,76.0,89.0,68.0
2022-07-16,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,140331.0,megawatthours,2022-07-16,US1NJHN0019,"LEBANON 3.2 SW, NJ US",4.92,0.0,76.0,89.0,68.0
2022-07-16,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,140368.0,megawatthours,2022-07-16,US1NJHN0019,"LEBANON 3.2 SW, NJ US",4.92,0.0,76.0,89.0,68.0
2022-07-16,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,140496.0,megawatthours,2022-07-16,US1NJHN0019,"LEBANON 3.2 SW, NJ US",4.92,0.0,76.0,89.0,68.0
2022-07-17,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,143315.0,megawatthours,2022-07-17,US1NJHN0019,"LEBANON 3.2 SW, NJ US",5.82,0.74,77.0,91.0,67.0
2022-07-17,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,142924.0,megawatthours,2022-07-17,US1NJHN0019,"LEBANON 3.2 SW, NJ US",5.82,0.74,77.0,91.0,67.0
2022-07-17,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,142154.0,megawatthours,2022-07-17,US1NJHN0019,"LEBANON 3.2 SW, NJ US",5.82,0.74,77.0,91.0,67.0
2022-07-17,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Central,142547.0,megawatthours,2022-07-17,US1NJHN0019,"LEBANON 3.2 SW, NJ US",5.82,0.74,77.0,91.0,67.0
2022-07-17,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,143315.0,megawatthours,2022-07-17,US1NJHN0019,"LEBANON 3.2 SW, NJ US",5.82,0.74,77.0,91.0,67.0
2022-07-18,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,161498.0,megawatthours,2022-07-18,US1NJHN0019,"LEBANON 3.2 SW, NJ US",6.71,0.0,80.0,92.0,72.0
2022-07-18,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Central,161581.0,megawatthours,2022-07-18,US1NJHN0019,"LEBANON 3.2 SW, NJ US",6.71,0.0,80.0,92.0,72.0
2022-07-18,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,161577.0,megawatthours,2022-07-18,US1NJHN0019,"LEBANON 3.2 SW, NJ US",6.71,0.0,80.0,92.0,72.0
2022-07-18,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,161498.0,megawatthours,2022-07-18,US1NJHN0019,"LEBANON 3.2 SW, NJ US",6.71,0.0,80.0,92.0,72.0
2022-07-18,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,161551.0,megawatthours,2022-07-18,US1NJHN0019,"LEBANON 3.2 SW, NJ US",6.71,0.0,80.0,92.0,72.0
2022-07-19,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,169089.0,megawatthours,2022-07-19,US1NJHN0019,"LEBANON 3.2 SW, NJ US",11.63,0.37,83.0,94.0,72.0
2022-07-19,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,168615.0,megawatthours,2022-07-19,US1NJHN0019,"LEBANON 3.2 SW, NJ US",11.63,0.37,83.0,94.0,72.0
2022-07-19,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,167420.0,megawatthours,2022-07-19,US1NJHN0019,"LEBANON 3.2 SW, NJ US",11.63,0.37,83.0,94.0,72.0
2022-07-19,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Central,168063.0,megawatthours,2022-07-19,US1NJHN0019,"LEBANON 3.2 SW, NJ US",11.63,0.37,83.0,94.0,72.0
2022-07-19,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,169089.0,megawatthours,2022-07-19,US1NJHN0019,"LEBANON 3.2 SW, NJ US",11.63,0.37,83.0,94.0,72.0
2022-07-20,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,184858.0,megawatthours,2022-07-20,US1NJHN0019,"LEBANON 3.2 SW, NJ US",8.5,0.0,88.0,95.0,72.0
2022-07-20,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Central,183942.0,megawatthours,2022-07-20,US1NJHN0019,"LEBANON 3.2 SW, NJ US",8.5,0.0,88.0,95.0,72.0
2022-07-20,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,184858.0,megawatthours,2022-07-20,US1NJHN0019,"LEBANON 3.2 SW, NJ US",8.5,0.0,88.0,95.0,72.0
2022-07-20,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,184393.0,megawatthours,2022-07-20,US1NJHN0019,"LEBANON 3.2 SW, NJ US",8.5,0.0,88.0,95.0,72.0
2022-07-20,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,183499.0,megawatthours,2022-07-20,US1NJHN0019,"LEBANON 3.2 SW, NJ US",8.5,0.0,88.0,95.0,72.0
2022-07-21,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,190005.0,megawatthours,2022-07-21,US1NJHN0019,"LEBANON 3.2 SW, NJ US",11.63,0.0,89.0,100.0,75.0
2022-07-21,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,189994.0,megawatthours,2022-07-21,US1NJHN0019,"LEBANON 3.2 SW, NJ US",11.63,0.0,89.0,100.0,75.0
2022-07-21,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,189879.0,megawatthours,2022-07-21,US1NJHN0019,"LEBANON 3.2 SW, NJ US",11.63,0.0,89.0,100.0,75.0
2022-07-21,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Central,189936.0,megawatthours,2022-07-21,US1NJHN0019,"LEBANON 3.2 SW, NJ US",11.63,0.0,89.0,100.0,75.0
2022-07-21,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,190005.0,megawatthours,2022-07-21,US1NJHN0019,"LEBANON 3.2 SW, NJ US",11.63,0.0,89.0,100.0,75.0
2022-07-22,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,180293.0,megawatthours,2022-07-22,US1NJHN0019,"LEBANON 3.2 SW, NJ US",7.38,0.0,89.0,99.0,73.0
2022-07-22,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Central,180962.0,megawatthours,2022-07-22,US1NJHN0019,"LEBANON 3.2 SW, NJ US",7.38,0.0,89.0,99.0,73.0
2022-07-22,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,181373.0,megawatthours,2022-07-22,US1NJHN0019,"LEBANON 3.2 SW, NJ US",7.38,0.0,89.0,99.0,73.0
2022-07-22,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,180293.0,megawatthours,2022-07-22,US1NJHN0019,"LEBANON 3.2 SW, NJ US",7.38,0.0,89.0,99.0,73.0
2022-07-22,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,180601.0,megawatthours,2022-07-22,US1NJHN0019,"LEBANON 3.2 SW, NJ US",7.38,0.0,89.0,99.0,73.0
2022-07-23,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,173363.0,megawatthours,2022-07-23,US1NJHN0019,"LEBANON 3.2 SW, NJ US",5.59,0.0,88.0,100.0,73.0
2022-07-23,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,173210.0,megawatthours,2022-07-23,US1NJHN0019,"LEBANON 3.2 SW, NJ US",5.59,0.0,88.0,100.0,73.0
2022-07-23,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,172848.0,megawatthours,2022-07-23,US1NJHN0019,"LEBANON 3.2 SW, NJ US",5.59,0.0,88.0,100.0,73.0
2022-07-23,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Central,173051.0,megawatthours,2022-07-23,US1NJHN0019,"LEBANON 3.2 SW, NJ US",5.59,0.0,88.0,100.0,73.0
2022-07-23,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,173363.0,megawatthours,2022-07-23,US1NJHN0019,"LEBANON 3.2 SW, NJ US",5.59,0.0,88.0,100.0,73.0
2022-07-24,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,177538.0,megawatthours,2022-07-24,US1NJHN0019,"LEBANON 3.2 SW, NJ US",12.75,0.0,89.0,101.0,72.0
2022-07-24,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Central,176313.0,megawatthours,2022-07-24,US1NJHN0019,"LEBANON 3.2 SW, NJ US",12.75,0.0,89.0,101.0,72.0
2022-07-24,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,177538.0,megawatthours,2022-07-24,US1NJHN0019,"LEBANON 3.2 SW, NJ US",12.75,0.0,89.0,101.0,72.0
2022-07-24,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,176881.0,megawatthours,2022-07-24,US1NJHN0019,"LEBANON 3.2 SW, NJ US",12.75,0.0,89.0,101.0,72.0
2022-07-24,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,175861.0,megawatthours,2022-07-24,US1NJHN0019,"LEBANON 3.2 SW, NJ US",12.75,0.0,89.0,101.0,72.0
2022-07-25,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,183331.0,megawatthours,2022-07-25,US1NJHN0019,"LEBANON 3.2 SW, NJ US",12.08,0.0,87.0,101.0,78.0
2022-07-25,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,184285.0,megawatthours,2022-07-25,US1NJHN0019,"LEBANON 3.2 SW, NJ US",12.08,0.0,87.0,101.0,78.0
2022-07-25,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,185822.0,megawatthours,2022-07-25,US1NJHN0019,"LEBANON 3.2 SW, NJ US",12.08,0.0,87.0,101.0,78.0
2022-07-25,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Central,185100.0,megawatthours,2022-07-25,US1NJHN0019,"LEBANON 3.2 SW, NJ US",12.08,0.0,87.0,101.0,78.0
2022-07-25,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,183331.0,megawatthours,2022-07-25,US1NJHN0019,"LEBANON 3.2 SW, NJ US",12.08,0.0,87.0,101.0,78.0
2022-07-26,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,147369.0,megawatthours,2022-07-26,US1NJHN0019,"LEBANON 3.2 SW, NJ US",8.5,0.0,80.0,92.0,68.0
2022-07-26,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Central,149632.0,megawatthours,2022-07-26,US1NJHN0019,"LEBANON 3.2 SW, NJ US",8.5,0.0,80.0,92.0,68.0
2022-07-26,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,150917.0,megawatthours,2022-07-26,US1NJHN0019,"LEBANON 3.2 SW, NJ US",8.5,0.0,80.0,92.0,68.0
2022-07-26,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,147369.0,megawatthours,2022-07-26,US1NJHN0019,"LEBANON 3.2 SW, NJ US",8.5,0.0,80.0,92.0,68.0
2022-07-26,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,148427.0,megawatthours,2022-07-26,US1NJHN0019,"LEBANON 3.2 SW, NJ US",8.5,0.0,80.0,92.0,68.0
2022-07-27,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,154200.0,megawatthours,2022-07-27,US1NJHN0019,"LEBANON 3.2 SW, NJ US",6.49,0.0,78.0,85.0,65.0
2022-07-27,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,153462.0,megawatthours,2022-07-27,US1NJHN0019,"LEBANON 3.2 SW, NJ US",6.49,0.0,78.0,85.0,65.0
2022-07-27,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,151991.0,megawatthours,2022-07-27,US1NJHN0019,"LEBANON 3.2 SW, NJ US",6.49,0.0,78.0,85.0,65.0
2022-07-27,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Central,152733.0,megawatthours,2022-07-27,US1NJHN0019,"LEBANON 3.2 SW, NJ US",6.49,0.0,78.0,85.0,65.0
2022-07-27,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,154200.0,megawatthours,2022-07-27,US1NJHN0019,"LEBANON 3.2 SW, NJ US",6.49,0.0,78.0,85.0,65.0
2022-07-28,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,172372.0,megawatthours,2022-07-28,US1NJHN0019,"LEBANON 3.2 SW, NJ US",7.83,0.17,82.0,92.0,70.0
2022-07-28,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Central,171948.0,megawatthours,2022-07-28,US1NJHN0019,"LEBANON 3.2 SW, NJ US",7.83,0.17,82.0,92.0,70.0
2022-07-28,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,172372.0,megawatthours,2022-07-28,US1NJHN0019,"LEBANON 3.2 SW, NJ US",7.83,0.17,82.0,92.0,70.0
2022-07-28,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,172208.0,megawatthours,2022-07-28,US1NJHN0019,"LEBANON 3.2 SW, NJ US",7.83,0.17,82.0,92.0,70.0
2022-07-28,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,171617.0,megawatthours,2022-07-28,US1NJHN0019,"LEBANON 3.2 SW, NJ US",7.83,0.17,82.0,92.0,70.0
2022-07-29,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,157907.0,megawatthours,2022-07-29,US1NJHN0019,"LEBANON 3.2 SW, NJ US",8.28,0.13,82.0,100.0,70.0
2022-07-29,PS,Public Service Electric & Gas of New Jersey zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,158300.0,megawatthours,2022-07-29,US1NJHN0019,"LEBANON 3.2 SW, NJ US",8.28,0.13,82.0,100.0,70.0
